,marca,nombre,version,link_contacto,nombre_contacto,ubicacion,segmento,ano,combustible,kilometraje,precio,permuta_por_menor,permuta_por_mayor,ultima_actualizacion,provincia,visitas,equipamiento,comentarios_vendedor,day,Volante regulable,Faros regulables desde el interior,Sistema de frenado automático,Caja automática,Butacas calefaccionadas,GPS,Espejo central antideslumbrante,Frenos ABS,No Especificado,Butacas de cuero,Motor Turbo,Anclaje de asientos infantiles (Isofix),Dirección asistida,Comandos en el volante / satelital,Sensor de luz,Llantas de Aleación,Computadora de abordo,Frenos de disco en las cuatro ruedas,Control de estabilidad (ESP),Airbags,Sensor de estacionamiento,Volante de cuero,Sensor de lluvia,Entrada USB / Auxiliar,Espejos exteriores retractiles eléctricos,Sistema de alerta de ángulo muerto,Faros direccionales,Rueda de auxilio de igual medida,Espejos eléctricos,Traba para niños,Reproduce CD / DVD,Aire acondicionado,Alarma,Control de velocidad crucero,Cierre centralizado,Camara de estacionamiento trasera,Sistema de sonido de alto rendimiento,Techo panoramico o corredizo,Vidrios eléctricos,Asistente de arranque en pendientes,Doble tracción / 4x4,Control de tracción,Butacas eléctricas,Cierre de puertas y encendido sin llave,Control de presion de neumáticos,Climatizador automático,Limpia/lava faros,Bluetooth,Faros antiniebla,Faros de Xenon,Estacionamiento automático
275,Chevrolet,Chevrolet Classic, ,,Nestor,"Córdoba, Colón",Autos Usados,2014,Nafta,87500 Km,$ 1.200.000,NO,NO,Hace 5 días,Córdoba,83,"Aire acondicionado, Dirección asistida, Computadora de abordo, Alarma, Reproduce CD / DVD, Entrada USB / Auxiliar, Bluetooth",Vendo clasicc modelo 2014 1.4 naftero super económico mecánica impecable anda de diez,2022-06-11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
276,Chevrolet,Chevrolet Cruze, LTZ 1.8 4ptas 141cv,http://www.julioquiroga.com.ar,Julio Quiroga Automotores ,"Mendoza, San Martín",Autos Usados,2014,Nafta,100000 Km,$ 2.850.000,SI,NO,Hoy,Mendoza,564,"Aire acondicionado, Climatizador automático, Dirección asistida, Cierre centralizado, Cierre de puertas y encendido sin llave, Vidrios eléctricos, Butacas de cuero, Volante regulable, Volante de cuero, Computadora de abordo, Control de velocidad crucero, Espejos eléctricos, Espejos exteriores retractiles eléctricos, Espejo central antideslumbrante, Faros antiniebla, Faros regulables desde el interior, Techo panoramico o corredizo, Sensor de estacionamiento, Sensor de lluvia, Sensor de luz, Alarma, Frenos ABS, Frenos de disco en las cuatro ruedas, Airbags, Control de tracción, Control de estabilidad (ESP), Traba para niños, Anclaje de asientos infantiles (Isofix), Reproduce CD / DVD, Entrada USB / Auxiliar, Bluetooth, Comandos en el volante / satelital",Impecable.,2022-06-11,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0
277,Chevrolet,Chevrolet Onix, LT 1.4 98cv (L17),,Maximiliano,"Mendoza, Maipú",Autos Usados,2017,Nafta,126000 Km,$ 2.500.000,NO,NO,Antes de Ayer,Mendoza,243,"Aire acondicionado, Dirección asistida, Cierre centralizado, Cierre de puertas y encendido sin llave, Vidrios eléctricos, Volante regulable, Volante de cuero, Computadora de abordo, Control de velocidad crucero, Espejos eléctricos, Faros antiniebla, Sensor de estacionamiento, Camara de estacionamiento trasera, Alarma, Frenos ABS, Airbags, Traba para niños, Entrada USB / Auxiliar, Bluetooth, Comandos en el volante / satelital","Única mano, cubiertas Kumho Ecowing con 10.000 km, todos los services hechos. Titular",2022-06-11,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0
278,Chevrolet,Chevrolet Onix, LTZ 1.4 98cv,,GIOIA Autos,"Mendoza, Guaymallén",Autos Usados,2016,Nafta,58800 Km,$ 2.766.500,SI,NO,Ayer,Mendoza,344,"Aire acondicionado, Dirección asistida, Cierre centralizado, Vidrios eléctricos, Volante regulable, Computadora de abordo, Espejos eléctricos, Faros antiniebla, Alarma, Frenos ABS, Airbags, Reproduce CD / DVD, Entrada USB / Auxiliar, Bluetooth",IMPECABLEFINANCIAMOS EN CUOTA FIJA Y EN PESOS!,2022-06-11,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
279,Chevrolet,Chevrolet Agile, LS 1.4 5ptas. (L14),,Automotors (Suc. Castro Barros),"Córdoba, Capital",Autos Usados,2013,Nafta,110000 Km,$ 1.550.000,SI,SI,Ayer,Córdoba,255,"Aire acondicionado, Dirección asistida, Cierre centralizado, Volante regulable, Computadora de abordo, Control de velocidad crucero, Sensor de luz, Alarma, Airbags, Anclaje de asientos infantiles (Isofix), Rueda de auxilio de igual medida, Reproduce CD / DVD, Entrada USB / Auxiliar, Bluetooth","CHEVROLET AGILE LS LINEA NUEVA 2013¡¡EXCELENTE ESTADO!!¡¡109000KM DE UNICA MANO!!AIRE, DIRECCION, LEVANTA CRISTALES, CONTROL CRUCERO, ETCRECIBIMOS SU USADO ¡¡FINANCIACIÓN SOLO CON DNI!! CONSULTE NUESTRA TASA FIJA DEL 28% ANUAL!!!",2022-06-11,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
280,Chevrolet,Chevrolet Cruze, II LT 1.4T 5ptas 153cv,,Automotors (Suc. Castro Barros),"Córdoba, Capital",Autos Usados,2017,Nafta,60000 Km,$ 3.250.000,SI,SI,Ayer,Córdoba,279,"Aire acondicionado, Climatizador automático, Dirección asistida, Cierre centralizado, Vidrios eléctricos, Butacas de cuero, Volante regulable, Volante de cuero, Computadora de abordo, Control de velocidad crucero, Espejos eléctricos, Faros antiniebla, Motor Turbo, Sensor de estacionamiento, Camara de estacionamiento trasera, Llantas de Aleación, Alarma, Frenos ABS, Frenos de disco en las cuatro ruedas, Airbags, Control de tracción, Control de estabilidad (ESP), Traba para niños, Anclaje de asientos infantiles (Isofix), Control de presion de neumáticos, Entrada USB / Auxiliar, Bluetooth, Comandos en el volante / satelital, Sistema de sonido de alto rendimiento, GPS",CHEVROLET CRUZE LT 1.4T 5PTS 2017¡¡EXCELENTE ESTADO!!¡¡60000KM DE UNICA MANO!!RECIBIMOS SU USADO ¡¡FINANCIACIÓN SOLO CON DNI!! CONSULTE NUESTRA TASA FIJA DEL 28% ANUAL!!!,2022-06-11,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0
281,Chevrolet,Chevrolet Onix, LTZ 1.4 98cv,https://lopcar.com.ar/,Lopcar ,"Córdoba, Capital",Autos Usados,2017,Nafta,76000 Km,$ 2.700.000,SI,SI,Ayer,Córdoba,217,"Aire acondicionado, Dirección asistida, Cierre centralizado, Vidrios eléctricos, Volante regulable, Computadora de abordo, Espejos eléctricos, Faros antiniebla, Alarma, Frenos ABS, Airbags, Reproduce CD / DVD, Entrada USB / Auxiliar, Bluetooth","Aprovecha a llevarte esta hermosa unidad sin demoras, sin vueltas!!Entrega inmediataExcelente financiación-Le ofrecemos la seguridad y tranquilidad que necesita para su compra.-25 años de trayectoria avalan nuestro trabajo.-Tomamos su vehículo al mejor precio.-Vehículos impecables y seleccionados!!-Unidades listas para transferir y disfrutar.",2022-06-11,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
282,Chevrolet,Chevrolet Onix, LTZ 1.4 98cv,,De Robledo Motors,"Mendoza, Capital",Autos Usados,2016,Nafta,75000 Km,$ 2.450.000,SI,SI,Hoy,Mendoza,392,"Aire acondicionado, Dirección asistida, Cierre centralizado, Vidrios eléctricos, Volante regulable, Computadora de abordo, Espejos eléctricos, Faros antiniebla, Alarma, Frenos ABS, Airbags, Reproduce CD / DVD, Entrada USB / Auxiliar, Bluetooth",Unica ManoExcelente estadoVendo/Permuto/FinancioSolo con DNI,2022-06-11,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
283,Chevrolet,Chevrolet Spin, LT 1.8 8V MT 5AS 105cv,,Amoroso Automotores,"Córdoba, Capital",Autos Usados,2014,GNC,108000 Km,$ 2.100.000,SI,SI,Hace 5 días,Córdoba,284,"Aire acondicionado, Dirección asistida, Cierre centralizado, Vidrios eléctricos, Volante regulable, Volante de cuero, Computadora de abordo, Limpia/lava faros, Alarma, Frenos ABS, Airbags, Rueda de auxilio de igual medida, Entrada USB / Auxiliar, Bluetooth, Sistema de sonido de alto rendimiento",Ninguno,2022-06-11,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
284,Chevrolet,Chevrolet Tracker, LTZ+ 1.8 AT 4x4,,Nihuil Motor S.A.,"Mendoza, Capital",Autos Usados,2019,Nafta,28500 Km,$ 4.850.000,SI,SI,Ayer,Mendoza,874,"Aire acondicionado, Climatizador automático, Dirección asistida, Cierre centralizado, Cierre de puertas y encendido sin llave, Vidrios eléctricos, Butacas de cuero, Volante regulable, Volante de cuero, Computadora de abordo, Control de velocidad crucero, Espejos eléctricos, Espejo central antideslumbrante, Faros antiniebla, Faros regulables desde el interior, Techo panoramico o corredizo, Caja automática, Doble tracción / 4x4, Sensor de estacionamiento, Camara de estacionamiento trasera, Sensor de lluvia, Sensor de luz, Llantas de Aleación, Alarma, Frenos ABS, Frenos de disco en las cuatro ruedas, Airbags, Control de tracción, Control de estabilidad (ESP), Sistema de frenado automático, Traba para niños, Anclaje de asientos infantiles (Isofix), Sistema de alerta de ángulo muerto, Asistente de arranque en pendientes, Rueda de auxilio de igual medida, Reproduce CD / DVD, Entrada USB / Auxiliar, Bluetooth, Comandos en el volante / satelital, Sistema de sonido de alto rendimiento",Ninguno,2022-06-11,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0
285,Chevrolet,Chevrolet Onix, JOY+ 1.4 LS 98cv (L17),,Nihuil Motor S.A.,"Mendoza, Guaymallén",Autos Usados,2018,Nafta,37000 Km,$ 2.750.000,SI,SI,Ayer,Mendoza,462,"Aire acondicionado, Dirección asistida, Vidrios eléctricos, Frenos ABS, Airbags, Entrada USB / Auxiliar",Ninguno,2022-06-11,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
286,Chevrolet,Chevrolet Tracker, LTZ+ 1.8 AT 4x4,,Nihuil Motor S.A.,"Mendoza, Guaymallén",Autos Usados,2016,Nafta,78000 Km,$ 3.450.000,SI,SI,Ayer,Mendoza,452,"Aire acondicionado, Climatizador automático, Dirección asistida, Cierre centralizado, Cierre de puertas y encendido sin llave, Vidrios eléctricos, Butacas de cuero, Butacas eléctricas, Butacas calefaccionadas, Volante regulable, Volante de cuero, Computadora de abordo, Control de velocidad crucero, Espejos eléctricos, Faros antiniebla, Techo panoramico o corredizo, Caja automática, Doble tracción / 4x4, Sensor de estacionamiento, Camara de estacionamiento trasera, Sensor de lluvia, Sensor de luz, Limpia/lava faros, Alarma, Frenos ABS, Frenos de disco en las cuatro ruedas, Airbags, Control de tracción, Control de estabilidad (ESP), Sistema de frenado automático, Traba para niños, Rueda de auxilio de igual medida, Reproduce CD / DVD, Entrada USB / Auxiliar, Bluetooth, Comandos en el volante / satelital, Sistema de sonido de alto rendimiento, GPS",Ninguno,2022-06-11,1,0,1,1,1,1,0,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0
287,Chevrolet,Chevrolet Tracker, 1.8 4x2,,DIPAR S.R.L.,"Mendoza, Guaymallén",Autos Usados,2013,Nafta,120000 Km,$ 2.850.000,SI,SI,Ayer,Mendoza,283,"Aire acondicionado, Dirección asistida, Cierre centralizado, Vidrios eléctricos, Volante regulable, Computadora de abordo, Control de velocidad crucero, Espejos eléctricos, Faros antiniebla, Llantas de Aleación, Alarma, Frenos ABS, Airbags, Traba para niños, Rueda de auxilio de igual medida, Reproduce CD / DVD, Entrada USB / Auxiliar, Bluetooth, Comandos en el volante / satelital, Sistema de sonido de alto rendimiento","Muy buen estado!Única mano!Recibimos permutas!Contamos con financiación, tasa fija en pesos!",2022-06-11,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0
288,Chevrolet,Chevrolet Prisma, LTZ 1.4 MT 98cv (L13),http://automotoreslucentini.com.ar/,Automotores Lucentini ,"Mendoza, Guaymallén",Autos Usados,2016,Nafta,46000 Km,$ 2.300.000,SI,SI,Ayer,Mendoza,886,"Aire acondicionado, Dirección asistida, Cierre centralizado, Vidrios eléctricos, Volante regulable, Computadora de abordo, Espejos eléctricos, Faros antiniebla, Sensor de estacionamiento, Llantas de Aleación, Alarma, Frenos ABS, Airbags, Traba para niños, Entrada USB / Auxiliar, Bluetooth","**** AUTOMOTORES LUCENTINI ****** MEJOR PRECIO DE CONTADO DEL MERCADO* TOMAMOS EL USADO AL MEJOR PRECIO* FINANCIACION CUOTAS FIJAS EN PESOS SOLO CON DNI* GESTORIA PROPIA * EL VEHICULO SE ENCUENTRA A DISPOSICIÓN DEL CLIENTE TANTO PARA PROBARLO COMO PARA QUE SEA REVISADO POR SU MECÁNICO DE CONFIANZATu consulta no molesta, NO dudes en consultar",2022-06-11,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
289,Chevrolet,Chevrolet Tracker, 1.8 4x2,,Ariel Quiroga Autos,"Mendoza, Godoy Cruz",Autos Usados,2014,Nafta,95000 Km,$ 2.980.000,SI,SI,Hoy,Mendoza,424,"Aire acondicionado, Dirección asistida, Cierre centralizado, Vidrios eléctricos, Volante regulable, Computadora de abordo, Control de velocidad crucero, Espejos eléctricos, Faros antiniebla, Llantas de Aleación, Alarma, Frenos ABS, Airbags, Traba para niños, Rueda de auxilio de igual medida, Reproduce CD / DVD, Entrada USB / Auxiliar, Bluetooth, Comandos en el volante / satelital, Sistema de sonido de alto rendimiento",Ninguno,2022-06-11,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0
290,Chevrolet,Chevrolet Prisma, LS 1.4 MT JOY+ 98cv (L17),,Daniel,"Mendoza, Tupungato",Autos Usados,2018,Nafta,77000 Km,$ 2.200.000,SI,SI,Hoy,Mendoza,398,"Aire acondicionado, Dirección asistida, Vidrios eléctricos, Frenos ABS, Airbags, Reproduce CD / DVD, Entrada USB / Auxiliar, Bluetooth",IMPECABLE SIN DETALLES,2022-06-11,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
291,Chevrolet,Chevrolet Prisma, LS 1.4 MT JOY+ 98cv (L17),,Xavier,"Mendoza, Guaymallén",Autos Usados,2017,GNC,72000 Km,$ 2.450.000,SI,SI,Hoy,Mendoza,325,"Aire acondicionado, Dirección asistida, Vidrios eléctricos, Frenos ABS, Airbags, Reproduce CD / DVD, Entrada USB / Auxiliar, Bluetooth",PRISMA LS 2017 GNC 5TA AIRE DIRECCION LEVANTA VIDRIOS CIERRE ALARMA STEREO 72000 KILOMETROSREALMENTE IMPECABLE!!PERMUTO MENORFINANCIO A SOLA FIRMA HASTA EL 50%,2022-06-11,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
292,Chevrolet,Chevrolet Onix, JOY+ 1.4 LS 98cv (L17),,Fiore Automotores,"San Juan, Capital",Autos Usados,2018,Nafta,48000 Km,$ 2.650.000,SI,SI,Ayer,San Juan,269,"Aire acondicionado, Dirección asistida, Vidrios eléctricos, Frenos ABS, Airbags, Reproduce CD / DVD, Entrada USB / Auxiliar, Bluetooth",El Auto es Único Dueño de 0km. Esta Totalmente Impecable!!,2022-06-11,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
293,Chevrolet,Chevrolet Cruze, II LTZ+ 1.4T AT 4ptas Plus 153cv,,DIPAR S.R.L.,"Mendoza, Guaymallén",Autos Usados,2018,Nafta,49000 Km,$ 3.990.000,SI,SI,Ayer,Mendoza,802,"Aire acondicionado, Climatizador automático, Dirección asistida, Cierre centralizado, Cierre de puertas y encendido sin llave, Vidrios eléctricos, Butacas de cuero, Butacas eléctricas, Volante regulable, Volante de cuero, Computadora de abordo, Control de velocidad crucero, Espejos eléctricos, Espejos exteriores retractiles eléctricos, Espejo central antideslumbrante, Faros antiniebla, Faros regulables desde el interior, Faros direccionales, Techo panoramico o corredizo, Caja automática, Motor Turbo, Sensor de estacionamiento, Camara de estacionamiento trasera, Estacionamiento automático, Sensor de lluvia, Sensor de luz, Llantas de Aleación, Alarma, Frenos ABS, Frenos de disco en las cuatro ruedas, Airbags, Control de tracción, Control de estabilidad (ESP), Traba para niños, Anclaje de asientos infantiles (Isofix), Sistema de alerta de ángulo muerto, Asistente de arranque en pendientes, Control de presion de neumáticos, Entrada USB / Auxiliar, Bluetooth, Comandos en el volante / satelital, Sistema de sonido de alto rendimiento, GPS","Única mano!Muy buen estado!Recibimos Permutas!Contamos con Financiación, único requisito DNI, tasa fija desde 27% (TNA) en pesos!!",2022-06-11,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1
294,Chevrolet,Chevrolet Tracker, LTZ 1.8 4x2 Premier (L17),,Alejandro,"Mendoza, Luján De Cuyo",Autos Usados,2019,Nafta,57000 Km,$ 3.950.000,NO,NO,Hoy,Mendoza,159,"Aire acondicionado, Dirección asistida, Cierre centralizado, Vidrios eléctricos, Butacas eléctricas, Volante regulable, Volante de cuero, Computadora de abordo, Control de velocidad crucero, Espejos eléctricos, Espejo central antideslumbrante, Faros antiniebla, Faros regulables desde el interior, Sensor de estacionamiento, Llantas de Aleación, Alarma, Frenos ABS, Airbags, Traba para niños, Anclaje de asientos infantiles (Isofix), Rueda de auxilio de igual medida, Reproduce CD / DVD, Entrada USB / Auxiliar, Bluetooth, Comandos en el volante / satelital, Sistema de sonido de alto rendimiento","Dueño vende, única mano",2022-06-11,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0
295,Chevrolet,Chevrolet Onix, LT 1.4 98cv,,Automotora,"Mendoza, Godoy Cruz",Autos Usados,2017,Nafta,101000 Km,$ 2.450.000,SI,SI,Hoy,Mendoza,257,"Aire acondicionado, Dirección asistida, Cierre centralizado, Volante regulable, Alarma, Frenos ABS, Airbags, Entrada USB / Auxiliar, Bluetooth",UNICA MANO..PERMUTO FINANCIO,2022-06-11,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
296,Chevrolet,Chevrolet Spin, LTZ 1.8 7AS 105cv,,Don Bosco Automotores,"Córdoba, Capital",Autos Usados,2017,GNC,102000 Km,$ 3.200.000,SI,SI,Hace 8 días,Córdoba,277,"Aire acondicionado, Dirección asistida, Cierre centralizado, Vidrios eléctricos, Volante regulable, Computadora de abordo, Espejos eléctricos, Espejos exteriores retractiles eléctricos, Faros antiniebla, Sensor de lluvia, Sensor de luz, Alarma, Frenos ABS, Airbags, Traba para niños, Reproduce CD / DVD, Entrada USB / Auxiliar, Bluetooth, Comandos en el volante / satelital",Ninguno,2022-06-11,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
297,Chevrolet,Chevrolet Cruze, II LTZ+ 1.4T AT 5ptas Plus 153cv,,Angel Leonelli Automoviles,"Mendoza, Godoy Cruz",Autos Usados,2017,Nafta,50000 Km,$ 3.900.000,SI,NO,Hoy,Mendoza,614,No Especificado,Excelente estado,2022-06-11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,Chevrolet,Chevrolet Prisma, LT 1.4 MT 98cv (L13),,Selecto Automotores,"Mendoza, Guaymallén",Autos Usados,2013,Nafta,124000 Km,$ 1.880.000,SI,SI,Hoy,Mendoza,330,"Aire acondicionado, Dirección asistida, Cierre centralizado, Computadora de abordo, Alarma, Frenos ABS, Airbags, Bluetooth","Chevrolet Prisma 1.4 LT 2013. Excelente estado.Aire, dirección, pantalla táctil, cierre centralizado, alarma, frenos abs, doble air bag.Recibo menor, financio hasta 50% en cuotas fijas.",2022-06-11,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
299,Chevrolet,Chevrolet Onix, LTZ 1.4 AT 98cv (L17),,Villar Automotores,"Buenos Aires, La Plata",Autos Usados,2019,Nafta,9000 Km,$ 3.080.000,SI,SI,Antes de Ayer,Buenos Aires,212,"Aire acondicionado, Dirección asistida, Cierre centralizado, Vidrios eléctricos, Volante regulable, Computadora de abordo, Espejos eléctricos, Espejo central antideslumbrante, Faros antiniebla, Faros de Xenon, Alarma, Frenos ABS, Frenos de disco en las cuatro ruedas, Airbags, Control de estabilidad (ESP), Traba para niños, Rueda de auxilio de igual medida, Entrada USB / Auxiliar, Bluetooth",Ninguno,2022-06-11,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
300,Chevrolet,Chevrolet Onix, JOY+ 1.4 LS 98cv (L17),,Automotores Telles,"San Juan, Rawson",Autos Usados,2019,Nafta,16000 Km,$ 2.700.000,SI,SI,Ayer,San Juan,321,"Aire acondicionado, Dirección asistida, Vidrios eléctricos, Frenos ABS, Airbags, Entrada USB / Auxiliar",Ninguno,2022-06-11,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
301,Chevrolet,Chevrolet Tracker, LTZ+ 1.8 AT 4x4,https://automotoresmanzur.com/,Automotores Manzur ,"Mendoza, San Martín",Autos Usados,2015,Nafta,115000 Km,$ 3.300.000,SI,NO,Hoy,Mendoza,282,"Aire acondicionado, Climatizador automático, Dirección asistida, Cierre centralizado, Cierre de puertas y encendido sin llave, Vidrios eléctricos, Butacas de cuero, Butacas eléctricas, Butacas calefaccionadas, Volante regulable, Volante de cuero, Computadora de abordo, Control de velocidad crucero, Espejos eléctricos, Faros antiniebla, Techo panoramico o corredizo, Caja automática, Doble tracción / 4x4, Sensor de estacionamiento, Camara de estacionamiento trasera, Sensor de lluvia, Sensor de luz, Limpia/lava faros, Alarma, Frenos ABS, Frenos de disco en las cuatro ruedas, Airbags, Control de tracción, Control de estabilidad (ESP), Sistema de frenado automático, Traba para niños, Rueda de auxilio de igual medida, Reproduce CD / DVD, Entrada USB / Auxiliar, Bluetooth, Comandos en el volante / satelital, Sistema de sonido de alto rendimiento, GPS","Usado premium – Permutas – Revisión Técnica Obligatoria incluidaNuestros vehículos usados son seleccionados y se caracterizan por encontrarse en excelente estado de uso y conservación en todos sus componentes. Cuidados al detalle y bajo un mantenimiento diario y exhaustivo, están disponibles en exhibición de forma permanente y bajo techo las 24 hs.¡En nuestra página web podrás consultar precio, financiación y acceder a mas info y detalles de esta unidad!www.automotoresmanzur.com¡42 años de trayectoria brindando calidad y sumando clientes felices, seguinos en redes sociales y conoce más de nuestra agencia!Cumplimiento, confianza, profesionalismo, honestidad y prolijidad en gestión y entrega de documentación, son algunos de nuestros valores para ser la mejor decisión al momento de adquirir tu próximo vehículo.¡Eleginos!",2022-06-11,1,0,1,1,1,1,0,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0
302,Chevrolet,Chevrolet Celta, LS 1.4 N 8V 5ptas Spirit 92cv,https://www.motoranch.com.ar/web/,Moto Ranch ,"Córdoba, Capital",Autos Usados,2013,GNC,69000 Km,$ 1.450.000,SI,NO,Ayer,Córdoba,457,"Aire acondicionado, Dirección asistida, Alarma, Traba para niños, Entrada USB / Auxiliar, Bluetooth","Financiación Exclusiva con Tasas 6,5% TNALínea de Préstamos “DE UNA!”Préstamos Bancario Prendarios y PersonalesCalificación de Préstamos Inmediata Solo con DNI MOTO RANCHEntra un Cliente, Sale un AmigoDesde 1992 La Mejor Onda SiempreAutos Usados Seleccionados y 0km MultimarcaPara ver Nuestro Stock de Vehículos Actualizado con más de 20 Fotos por Vehículo con sus Respectivos Precios, ingresá a Nuestra Página WebSeguinos en las Redes Sociales para ver el Mejor Contenido MultimediaAutos, Arte y HumorVisitá MOTO RANCH para Descubrir el Mejor Lugar para la Compra de tu Próximo Vehículo Nuevo o Usado con más de 5.500 m2 destinados a hacer de tu Visita una Experiencia ÚnicaPrestigio, Seriedad y TrayectoriaAtendido Exclusivamente por sus DueñosHonestidad y Transparencia Probados Desde 1992",2022-06-11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
